"Year","University","Program","Qualification","Count"
2005,"TSC","BCO","B1P",327
2005,"TSC","CSC","B1P",25
2005,"TSC","EDU","B1P",4
2005,"TSC","ENG","MDE",1
2005,"TSC","ENG","DDE",1
2005,"TSC","FAA","B1P",23
2005,"TSC","HUM","B1P",127
2005,"TSC","JOU","B1P",1
2005,"TSC","MAT","B1P",20
2005,"TSC","OAS","B1P",225
2005,"TSC","PSC","B1P",10
2005,"TSC","PSC","MDE",3
2005,"TSC","SSC","B1P",354
2005,"TSC","SSC","MDE",3
2005,"TSC","SSC","DDE",4
2015,"TSG","ABS","B1P",524
2015,"TSG","ABS","MDE",45
2015,"TSG","ABS","DDE",34
2015,"TSG","ARC","B1P",66
2015,"TSG","ARC","MDE",127
2015,"TSG","BCO","B1P",526
2015,"TSG","BCO","MDE",618
2015,"TSG","BCO","DDE",12
2015,"TSG","CSC","B1P",155
2015,"TSG","CSC","MDE",49
2015,"TSG","CSC","DDE",28
2015,"TSG","DEN","B1P",96
2015,"TSG","DEN","MDE",30
2015,"TSG","DEN","DDE",9
2015,"TSG","EDU","B1P",900
2015,"TSG","EDU","MDE",635
2015,"TSG","EDU","DDE",111
2015,"TSG","ENG","B1P",1036
2015,"TSG","ENG","MDE",621
2015,"TSG","ENG","DDE",150
2015,"TSG","FAA","B1P",197
2015,"TSG","FAA","MDE",85
2015,"TSG","FAA","DDE",26
2015,"TSG","FSN","B1P",49
2015,"TSG","FSN","MDE",15
2015,"TSG","FSN","DDE",6
2015,"TSG","FOR","B1P",15
2015,"TSG","FOR","MDE",24
2015,"TSG","HUM","B1P",981
2015,"TSG","HUM","MDE",413
2015,"TSG","HUM","DDE",102
2015,"TSG","KRP","B1P",185
2015,"TSG","KRP","MDE",17
2015,"TSG","KRP","DDE",6
2015,"TSG","LAW","B1P",201
2015,"TSG","LAW","MDE",97
2015,"TSG","MAT","B1P",267
2015,"TSG","MAT","MDE",74
2015,"TSG","MAT","DDE",20
2015,"TSG","MED","B1P",517
2015,"TSG","MED","MDE",195
2015,"TSG","MED","DDE",142
2015,"TSG","NUR","B1P",177
2015,"TSG","NUR","MDE",129
2015,"TSG","NUR","DDE",7
2015,"TSG","OAS","B1P",503
2015,"TSG","OHP","B1P",193
2015,"TSG","OHP","MDE",208
2015,"TSG","OHP","DDE",20
2015,"TSG","PHA","B1P",309
2015,"TSG","PHA","MDE",16
2015,"TSG","PHA","DDE",14
2015,"TSG","PSC","B1P",99
2015,"TSG","PSC","MDE",70
2015,"TSG","PSC","DDE",71
2015,"TSG","SSC","B1P",1343
2015,"TSG","SSC","MDE",825
2015,"TSG","SSC","DDE",104
2015,"TSG","TRE","MDE",186
2015,"TSG","TRE","DDE",14
2014,"TSG","ABS","B1P",579
2014,"TSG","ABS","MDE",32
2014,"TSG","ABS","DDE",33
2014,"TSG","ARC","B1P",40
2014,"TSG","ARC","MDE",93
2014,"TSG","BCO","B1P",579
2014,"TSG","BCO","MDE",591
2014,"TSG","BCO","DDE",17
2014,"TSG","CSC","B1P",133
2014,"TSG","CSC","MDE",44
2014,"TSG","CSC","DDE",22
2014,"TSG","DEN","B1P",93
2014,"TSG","DEN","MDE",31
2014,"TSG","EDU","B1P",1051
2014,"TSG","EDU","MDE",586
2014,"TSG","EDU","DDE",111
2014,"TSG","ENG","B1P",938
2014,"TSG","ENG","MDE",530
2014,"TSG","ENG","DDE",110
2014,"TSG","FAA","B1P",220
2014,"TSG","FAA","MDE",114
2014,"TSG","FAA","DDE",34
2014,"TSG","FSN","B1P",40
2014,"TSG","FSN","MDE",14
2014,"TSG","FSN","DDE",9
2014,"TSG","FOR","B1P",11
2014,"TSG","FOR","MDE",23
2014,"TSG","HUM","B1P",1067
2014,"TSG","HUM","MDE",406
2014,"TSG","HUM","DDE",105
2014,"TSG","KRP","B1P",177
2014,"TSG","KRP","MDE",7
2014,"TSG","LAW","B1P",215
2014,"TSG","LAW","MDE",85
2014,"TSG","LAW","DDE",8
2014,"TSG","MAT","B1P",221
2014,"TSG","MAT","MDE",81
2014,"TSG","MAT","DDE",22
2014,"TSG","MED","B1P",497
2014,"TSG","MED","MDE",217
2014,"TSG","MED","DDE",159
2014,"TSG","NUR","B1P",173
2014,"TSG","NUR","MDE",114
2014,"TSG","NUR","DDE",10
2014,"TSG","OAS","B1P",427
2014,"TSG","OHP","B1P",167
2014,"TSG","OHP","MDE",194
2014,"TSG","OHP","DDE",10
2014,"TSG","PHA","B1P",290
2014,"TSG","PHA","MDE",9
2014,"TSG","PHA","DDE",19
2014,"TSG","PSC","B1P",106
2014,"TSG","PSC","MDE",63
2014,"TSG","PSC","DDE",51
2014,"TSG","SSC","B1P",1395
2014,"TSG","SSC","MDE",722
2014,"TSG","SSC","DDE",78
2014,"TSG","TRE","MDE",177
2014,"TSG","TRE","DDE",9
2013,"TSG","ABS","B1P",547
2013,"TSG","ABS","MDE",38
2013,"TSG","ABS","DDE",31
2013,"TSG","ARC","B1P",29
2013,"TSG","ARC","MDE",88
2013,"TSG","BCO","B1P",554
2013,"TSG","BCO","MDE",511
2013,"TSG","BCO","DDE",12
2013,"TSG","CSC","B1P",139
2013,"TSG","CSC","MDE",48
2013,"TSG","CSC","DDE",24
2013,"TSG","DEN","B1P",91
2013,"TSG","DEN","MDE",30
2013,"TSG","DEN","DDE",7
2013,"TSG","EDU","B1P",1059
2013,"TSG","EDU","MDE",576
2013,"TSG","EDU","DDE",105
2013,"TSG","ENG","B1P",960
2013,"TSG","ENG","MDE",479
2013,"TSG","ENG","DDE",106
2013,"TSG","FAA","B1P",242
2013,"TSG","FAA","MDE",88
2013,"TSG","FAA","DDE",33
2013,"TSG","FSN","B1P",47
2013,"TSG","FSN","MDE",12
2013,"TSG","FSN","DDE",7
2013,"TSG","FOR","B1P",8
2013,"TSG","FOR","MDE",32
2013,"TSG","FOR","DDE",7
2013,"TSG","HUM","B1P",1201
2013,"TSG","HUM","MDE",426
2013,"TSG","HUM","DDE",102
2013,"TSG","KRP","B1P",131
2013,"TSG","KRP","MDE",17
2013,"TSG","LAW","B1P",207
2013,"TSG","LAW","MDE",82
2013,"TSG","LAW","DDE",8
2013,"TSG","MAT","B1P",222
2013,"TSG","MAT","MDE",82
2013,"TSG","MAT","DDE",14
2013,"TSG","MED","B1P",450
2013,"TSG","MED","MDE",195
2013,"TSG","MED","DDE",161
2013,"TSG","NUR","B1P",157
2013,"TSG","NUR","MDE",111
2013,"TSG","NUR","DDE",10
2013,"TSG","OAS","B1P",327
2013,"TSG","OHP","B1P",99
2013,"TSG","OHP","MDE",196
2013,"TSG","OHP","DDE",18
2013,"TSG","PHA","B1P",296
2013,"TSG","PHA","MDE",10
2013,"TSG","PHA","DDE",17
2013,"TSG","PSC","B1P",77
2013,"TSG","PSC","MDE",44
2013,"TSG","PSC","DDE",73
2013,"TSG","SSC","B1P",1374
2013,"TSG","SSC","MDE",691
2013,"TSG","SSC","DDE",79
2013,"TSG","TRE","MDE",184
2013,"TSG","TRE","DDE",6
2012,"TSG","ABS","B1P",597
2012,"TSG","ABS","MDE",36
2012,"TSG","ABS","DDE",41
2012,"TSG","ARC","B1P",19
2012,"TSG","ARC","MDE",93
2012,"TSG","BCO","B1P",545
2012,"TSG","BCO","MDE",518
2012,"TSG","BCO","DDE",13
2012,"TSG","CSC","B1P",107
2012,"TSG","CSC","MDE",30
2012,"TSG","CSC","DDE",27
2012,"TSG","DEN","B1P",94
2012,"TSG","DEN","MDE",32
2012,"TSG","DEN","DDE",3
2012,"TSG","EDU","B1P",1165
2012,"TSG","EDU","MDE",590
2012,"TSG","EDU","DDE",118
2012,"TSG","ENG","B1P",962
2012,"TSG","ENG","MDE",471
2012,"TSG","ENG","DDE",115
2012,"TSG","FAA","B1P",219
2012,"TSG","FAA","MDE",80
2012,"TSG","FAA","DDE",27
2012,"TSG","FSN","B1P",44
2012,"TSG","FSN","MDE",22
2012,"TSG","FSN","DDE",5
2012,"TSG","FOR","B1P",6
2012,"TSG","FOR","MDE",27
2012,"TSG","FOR","DDE",5
2012,"TSG","HUM","B1P",1101
2012,"TSG","HUM","MDE",372
2012,"TSG","HUM","DDE",110
2012,"TSG","KRP","B1P",125
2012,"TSG","KRP","MDE",7
2012,"TSG","KRP","DDE",5
2012,"TSG","LAW","B1P",213
2012,"TSG","LAW","MDE",74
2012,"TSG","LAW","DDE",5
2012,"TSG","MAT","B1P",204
2012,"TSG","MAT","MDE",80
2012,"TSG","MAT","DDE",24
2012,"TSG","MED","B1P",428
2012,"TSG","MED","MDE",202
2012,"TSG","MED","DDE",162
2012,"TSG","NUR","B1P",161
2012,"TSG","NUR","MDE",120
2012,"TSG","NUR","DDE",11
2012,"TSG","OAS","B1P",283
2012,"TSG","OHP","B1P",66
2012,"TSG","OHP","MDE",183
2012,"TSG","OHP","DDE",11
2012,"TSG","PHA","B1P",224
2012,"TSG","PHA","MDE",11
2012,"TSG","PHA","DDE",15
2012,"TSG","PSC","B1P",79
2012,"TSG","PSC","MDE",53
2012,"TSG","PSC","DDE",59
2012,"TSG","SSC","B1P",1229
2012,"TSG","SSC","MDE",633
2012,"TSG","SSC","DDE",73
2012,"TSG","TRE","MDE",171
2012,"TSG","TRE","DDE",9
2011,"TSG","ABS","B1P",567
2011,"TSG","ABS","MDE",26
2011,"TSG","ABS","DDE",19
2011,"TSG","ARC","B1P",32
2011,"TSG","ARC","MDE",106
2011,"TSG","BCO","B1P",509
2011,"TSG","BCO","MDE",477
2011,"TSG","BCO","DDE",20
2011,"TSG","CSC","B1P",110
2011,"TSG","CSC","MDE",40
2011,"TSG","CSC","DDE",25
2011,"TSG","DEN","B1P",93
2011,"TSG","DEN","MDE",29
2011,"TSG","DEN","DDE",2
2011,"TSG","EDU","B1P",1216
2011,"TSG","EDU","MDE",634
2011,"TSG","EDU","DDE",120
2011,"TSG","ENG","B1P",893
2011,"TSG","ENG","MDE",391
2011,"TSG","ENG","DDE",106
2011,"TSG","FAA","B1P",188
2011,"TSG","FAA","MDE",87
2011,"TSG","FAA","DDE",21
2011,"TSG","FSN","B1P",58
2011,"TSG","FSN","MDE",17
2011,"TSG","FSN","DDE",11
2011,"TSG","FOR","B1P",16
2011,"TSG","FOR","MDE",13
2011,"TSG","FOR","DDE",7
2011,"TSG","HUM","B1P",1104
2011,"TSG","HUM","MDE",450
2011,"TSG","HUM","DDE",101
2011,"TSG","KRP","B1P",101
2011,"TSG","KRP","MDE",10
2011,"TSG","KRP","DDE",5
2011,"TSG","LAW","B1P",206
2011,"TSG","LAW","MDE",50
2011,"TSG","LAW","DDE",4
2011,"TSG","MAT","B1P",138
2011,"TSG","MAT","MDE",82
2011,"TSG","MAT","DDE",20
2011,"TSG","MED","B1P",394
2011,"TSG","MED","MDE",203
2011,"TSG","MED","DDE",148
2011,"TSG","NUR","B1P",165
2011,"TSG","NUR","MDE",127
2011,"TSG","NUR","DDE",9
2011,"TSG","OAS","B1P",307
2011,"TSG","OHP","B1P",111
2011,"TSG","OHP","MDE",165
2011,"TSG","OHP","DDE",14
2011,"TSG","PHA","B1P",261
2011,"TSG","PHA","MDE",14
2011,"TSG","PHA","DDE",13
2011,"TSG","PSC","B1P",91
2011,"TSG","PSC","MDE",50
2011,"TSG","PSC","DDE",58
2011,"TSG","SSC","B1P",1159
2011,"TSG","SSC","MDE",577
2011,"TSG","SSC","DDE",92
2011,"TSG","TRE","MDE",171
2011,"TSG","TRE","DDE",7
2010,"TSG","ABS","B1P",707
2010,"TSG","ABS","MDE",42
2010,"TSG","ABS","DDE",30
2010,"TSG","ARC","B1P",24
2010,"TSG","ARC","MDE",93
2010,"TSG","BCO","B1P",473
2010,"TSG","BCO","MDE",493
2010,"TSG","BCO","DDE",13
2010,"TSG","CSC","B1P",92
2010,"TSG","CSC","MDE",48
2010,"TSG","CSC","DDE",37
2010,"TSG","DEN","B1P",95
2010,"TSG","DEN","MDE",27
2010,"TSG","DEN","DDE",2
2010,"TSG","EDU","B1P",1243
2010,"TSG","EDU","MDE",617
2010,"TSG","EDU","DDE",97
2010,"TSG","ENG","B1P",931
2010,"TSG","ENG","MDE",380
2010,"TSG","ENG","DDE",100
2010,"TSG","FAA","B1P",184
2010,"TSG","FAA","MDE",92
2010,"TSG","FAA","DDE",16
2010,"TSG","FSN","B1P",44
2010,"TSG","FSN","MDE",17
2010,"TSG","FSN","DDE",3
2010,"TSG","FOR","B1P",14
2010,"TSG","FOR","MDE",14
2010,"TSG","FOR","DDE",3
2010,"TSG","HUM","B1P",1105
2010,"TSG","HUM","MDE",415
2010,"TSG","HUM","DDE",84
2010,"TSG","KRP","B1P",119
2010,"TSG","KRP","MDE",5
2010,"TSG","KRP","DDE",4
2010,"TSG","LAW","B1P",205
2010,"TSG","LAW","MDE",41
2010,"TSG","LAW","DDE",7
2010,"TSG","MAT","B1P",172
2010,"TSG","MAT","MDE",93
2010,"TSG","MAT","DDE",21
2010,"TSG","MED","B1P",399
2010,"TSG","MED","MDE",200
2010,"TSG","MED","DDE",153
2010,"TSG","NUR","B1P",153
2010,"TSG","NUR","MDE",126
2010,"TSG","NUR","DDE",9
2010,"TSG","OAS","B1P",264
2010,"TSG","OHP","B1P",108
2010,"TSG","OHP","MDE",165
2010,"TSG","OHP","DDE",7
2010,"TSG","PHA","B1P",256
2010,"TSG","PHA","MDE",10
2010,"TSG","PHA","DDE",9
2010,"TSG","PSC","B1P",106
2010,"TSG","PSC","MDE",46
2010,"TSG","PSC","DDE",52
2010,"TSG","SSC","B1P",1074
2010,"TSG","SSC","MDE",601
2010,"TSG","SSC","DDE",73
2010,"TSG","TRE","MDE",176
2010,"TSG","TRE","DDE",10
2009,"TSG","ABS","B1P",764
2009,"TSG","ABS","MDE",23
2009,"TSG","ABS","DDE",20
2009,"TSG","ARC","B1P",25
2009,"TSG","ARC","MDE",61
2009,"TSG","BCO","B1P",497
2009,"TSG","BCO","MDE",431
2009,"TSG","BCO","DDE",9
2009,"TSG","CSC","B1P",96
2009,"TSG","CSC","MDE",45
2009,"TSG","CSC","DDE",30
2009,"TSG","DEN","B1P",93
2009,"TSG","DEN","MDE",32
2009,"TSG","DEN","DDE",11
2009,"TSG","EDU","B1P",1280
2009,"TSG","EDU","MDE",462
2009,"TSG","EDU","DDE",118
2009,"TSG","ENG","B1P",836
2009,"TSG","ENG","MDE",344
2009,"TSG","ENG","DDE",94
2009,"TSG","FAA","B1P",172
2009,"TSG","FAA","MDE",131
2009,"TSG","FAA","DDE",18
2009,"TSG","FSN","B1P",56
2009,"TSG","FSN","MDE",12
2009,"TSG","FSN","DDE",5
2009,"TSG","FOR","B1P",5
2009,"TSG","FOR","MDE",20
2009,"TSG","FOR","DDE",8
2009,"TSG","HUM","B1P",1125
2009,"TSG","HUM","MDE",425
2009,"TSG","HUM","DDE",87
2009,"TSG","KRP","B1P",123
2009,"TSG","KRP","MDE",10
2009,"TSG","KRP","DDE",5
2009,"TSG","LAW","B1P",191
2009,"TSG","LAW","MDE",51
2009,"TSG","LAW","DDE",3
2009,"TSG","MAT","B1P",157
2009,"TSG","MAT","MDE",84
2009,"TSG","MAT","DDE",17
2009,"TSG","MED","B1P",361
2009,"TSG","MED","MDE",190
2009,"TSG","MED","DDE",117
2009,"TSG","NUR","B1P",153
2009,"TSG","NUR","MDE",121
2009,"TSG","NUR","DDE",11
2009,"TSG","OAS","B1P",250
2009,"TSG","OHP","B1P",103
2009,"TSG","OHP","MDE",150
2009,"TSG","OHP","DDE",14
2009,"TSG","PHA","B1P",263
2009,"TSG","PHA","MDE",13
2009,"TSG","PHA","DDE",15
2009,"TSG","PSC","B1P",89
2009,"TSG","PSC","MDE",55
2009,"TSG","PSC","DDE",54
2009,"TSG","SSC","B1P",1145
2009,"TSG","SSC","MDE",572
2009,"TSG","SSC","DDE",63
2009,"TSG","TRE","MDE",177
2009,"TSG","TRE","DDE",4
2008,"TSG","ABS","B1P",668
2008,"TSG","ABS","MDE",40
2008,"TSG","ABS","DDE",29
2008,"TSG","ARC","B1P",22
2008,"TSG","ARC","MDE",69
2008,"TSG","BCO","B1P",472
2008,"TSG","BCO","MDE",421
2008,"TSG","BCO","DDE",15
2008,"TSG","CSC","B1P",139
2008,"TSG","CSC","MDE",42
2008,"TSG","CSC","DDE",31
2008,"TSG","DEN","B1P",92
2008,"TSG","DEN","MDE",26
2008,"TSG","DEN","DDE",4
2008,"TSG","EDU","B1P",1152
2008,"TSG","EDU","MDE",419
2008,"TSG","EDU","DDE",100
2008,"TSG","ENG","B1P",875
2008,"TSG","ENG","MDE",326
2008,"TSG","ENG","DDE",108
2008,"TSG","FAA","B1P",226
2008,"TSG","FAA","MDE",99
2008,"TSG","FAA","DDE",9
2008,"TSG","FSN","B1P",59
2008,"TSG","FSN","MDE",20
2008,"TSG","FSN","DDE",6
2008,"TSG","FOR","B1P",3
2008,"TSG","FOR","MDE",16
2008,"TSG","FOR","DDE",9
2008,"TSG","HUM","B1P",1236
2008,"TSG","HUM","MDE",463
2008,"TSG","HUM","DDE",85
2008,"TSG","KRP","B1P",110
2008,"TSG","KRP","MDE",11
2008,"TSG","KRP","DDE",3
2008,"TSG","LAW","B1P",210
2008,"TSG","LAW","MDE",50
2008,"TSG","LAW","DDE",15
2008,"TSG","MAT","B1P",152
2008,"TSG","MAT","MDE",89
2008,"TSG","MAT","DDE",17
2008,"TSG","MED","B1P",353
2008,"TSG","MED","MDE",151
2008,"TSG","MED","DDE",129
2008,"TSG","NUR","B1P",150
2008,"TSG","NUR","MDE",120
2008,"TSG","NUR","DDE",2
2008,"TSG","OAS","B1P",248
2008,"TSG","OHP","B1P",105
2008,"TSG","OHP","MDE",145
2008,"TSG","OHP","DDE",9
2008,"TSG","PHA","B1P",222
2008,"TSG","PHA","MDE",12
2008,"TSG","PHA","DDE",17
2008,"TSG","PSC","B1P",78
2008,"TSG","PSC","MDE",60
2008,"TSG","PSC","DDE",47
2008,"TSG","SSC","B1P",1224
2008,"TSG","SSC","MDE",501
2008,"TSG","SSC","DDE",78
2008,"TSG","TRE","MDE",179
2008,"TSG","TRE","DDE",3
2007,"TSG","ABS","B1P",629
2007,"TSG","ABS","MDE",21
2007,"TSG","ABS","DDE",31
2007,"TSG","ARC","B1P",16
2007,"TSG","ARC","MDE",76
2007,"TSG","BCO","B1P",476
2007,"TSG","BCO","MDE",419
2007,"TSG","BCO","DDE",8
2007,"TSG","CSC","B1P",154
2007,"TSG","CSC","MDE",43
2007,"TSG","CSC","DDE",22
2007,"TSG","DEN","B1P",91
2007,"TSG","DEN","MDE",32
2007,"TSG","DEN","DDE",5
2007,"TSG","EDU","B1P",1225
2007,"TSG","EDU","MDE",392
2007,"TSG","EDU","DDE",123
2007,"TSG","ENG","B1P",955
2007,"TSG","ENG","MDE",308
2007,"TSG","ENG","DDE",93
2007,"TSG","FAA","B1P",184
2007,"TSG","FAA","MDE",87
2007,"TSG","FAA","DDE",16
2007,"TSG","FSN","B1P",32
2007,"TSG","FSN","MDE",23
2007,"TSG","FSN","DDE",5
2007,"TSG","FOR","B1P",5
2007,"TSG","FOR","MDE",14
2007,"TSG","FOR","DDE",7
2007,"TSG","HUM","B1P",1332
2007,"TSG","HUM","MDE",358
2007,"TSG","HUM","DDE",66
2007,"TSG","KRP","B1P",128
2007,"TSG","KRP","MDE",6
2007,"TSG","KRP","DDE",2
2007,"TSG","LAW","B1P",194
2007,"TSG","LAW","MDE",55
2007,"TSG","LAW","DDE",10
2007,"TSG","MAT","B1P",179
2007,"TSG","MAT","MDE",76
2007,"TSG","MAT","DDE",11
2007,"TSG","MED","B1P",386
2007,"TSG","MED","MDE",141
2007,"TSG","MED","DDE",127
2007,"TSG","NUR","B1P",147
2007,"TSG","NUR","MDE",109
2007,"TSG","NUR","DDE",5
2007,"TSG","OAS","B1P",318
2007,"TSG","OHP","B1P",117
2007,"TSG","OHP","MDE",138
2007,"TSG","OHP","DDE",17
2007,"TSG","PHA","B1P",206
2007,"TSG","PHA","MDE",13
2007,"TSG","PHA","DDE",10
2007,"TSG","PSC","B1P",67
2007,"TSG","PSC","MDE",46
2007,"TSG","PSC","DDE",51
2007,"TSG","SSC","B1P",1268
2007,"TSG","SSC","MDE",450
2007,"TSG","SSC","DDE",70
2007,"TSG","TRE","MDE",174
2007,"TSG","TRE","DDE",1
2006,"TSG","ABS","B1P",495
2006,"TSG","ABS","MDE",29
2006,"TSG","ABS","DDE",15
2006,"TSG","ARC","B1P",31
2006,"TSG","ARC","MDE",61
2006,"TSG","BCO","B1P",442
2006,"TSG","BCO","MDE",415
2006,"TSG","BCO","DDE",15
2006,"TSG","CSC","B1P",233
2006,"TSG","CSC","MDE",33
2006,"TSG","CSC","DDE",12
2006,"TSG","DEN","B1P",72
2006,"TSG","DEN","MDE",24
2006,"TSG","DEN","DDE",4
2006,"TSG","EDU","B1P",1233
2006,"TSG","EDU","MDE",539
2006,"TSG","EDU","DDE",132
2006,"TSG","ENG","B1P",811
2006,"TSG","ENG","MDE",316
2006,"TSG","ENG","DDE",89
2006,"TSG","FAA","B1P",208
2006,"TSG","FAA","MDE",67
2006,"TSG","FAA","DDE",15
2006,"TSG","FSN","B1P",10
2006,"TSG","FSN","MDE",16
2006,"TSG","FSN","DDE",4
2006,"TSG","FOR","B1P",3
2006,"TSG","FOR","MDE",16
2006,"TSG","FOR","DDE",7
2006,"TSG","HUM","B1P",1164
2006,"TSG","HUM","MDE",350
2006,"TSG","HUM","DDE",78
2006,"TSG","KRP","B1P",109
2006,"TSG","KRP","MDE",10
2006,"TSG","KRP","DDE",1
2006,"TSG","LAW","B1P",198
2006,"TSG","LAW","MDE",51
2006,"TSG","LAW","DDE",11
2006,"TSG","MAT","B1P",156
2006,"TSG","MAT","MDE",84
2006,"TSG","MAT","DDE",11
2006,"TSG","MED","B1P",370
2006,"TSG","MED","MDE",156
2006,"TSG","MED","DDE",92
2006,"TSG","NUR","B1P",149
2006,"TSG","NUR","MDE",122
2006,"TSG","NUR","DDE",6
2006,"TSG","OAS","B1P",358
2006,"TSG","OHP","B1P",132
2006,"TSG","OHP","MDE",151
2006,"TSG","OHP","DDE",17
2006,"TSG","PHA","B1P",175
2006,"TSG","PHA","MDE",15
2006,"TSG","PHA","DDE",7
2006,"TSG","PSC","B1P",56
2006,"TSG","PSC","MDE",48
2006,"TSG","PSC","DDE",50
2006,"TSG","SSC","B1P",1209
2006,"TSG","SSC","MDE",415
2006,"TSG","SSC","DDE",65
2006,"TSG","TRE","MDE",167
2006,"TSG","TRE","DDE",2
2005,"TSG","ABS","B1P",498
2005,"TSG","ABS","MDE",21
2005,"TSG","ABS","DDE",19
2005,"TSG","ARC","B1P",28
2005,"TSG","ARC","MDE",63
2005,"TSG","BCO","B1P",361
2005,"TSG","BCO","MDE",411
2005,"TSG","BCO","DDE",13
2005,"TSG","CSC","B1P",56
2005,"TSG","CSC","MDE",72
2005,"TSG","CSC","DDE",21
2005,"TSG","DEN","B1P",67
2005,"TSG","DEN","MDE",27
2005,"TSG","DEN","DDE",3
2005,"TSG","EDU","B1P",1229
2005,"TSG","EDU","MDE",498
2005,"TSG","EDU","DDE",147
2005,"TSG","ENG","B1P",828
2005,"TSG","ENG","MDE",377
2005,"TSG","ENG","DDE",72
2005,"TSG","FAA","B1P",167
2005,"TSG","FAA","MDE",61
2005,"TSG","FAA","DDE",17
2005,"TSG","FSN","B1P",23
2005,"TSG","FSN","MDE",15
2005,"TSG","FSN","DDE",1
2005,"TSG","FOR","B1P",2
2005,"TSG","FOR","MDE",25
2005,"TSG","FOR","DDE",6
2005,"TSG","HUM","B1P",1011
2005,"TSG","HUM","MDE",359
2005,"TSG","HUM","DDE",95
2005,"TSG","KRP","B1P",98
2005,"TSG","KRP","MDE",5
2005,"TSG","KRP","DDE",3
2005,"TSG","LAW","B1P",209
2005,"TSG","LAW","MDE",54
2005,"TSG","LAW","DDE",6
2005,"TSG","MAT","B1P",183
2005,"TSG","MAT","MDE",63
2005,"TSG","MAT","DDE",7
2005,"TSG","MED","B1P",349
2005,"TSG","MED","MDE",156
2005,"TSG","MED","DDE",102
2005,"TSG","NUR","B1P",153
2005,"TSG","NUR","MDE",118
2005,"TSG","NUR","DDE",6
2005,"TSG","OAS","B1P",456
2005,"TSG","OHP","B1P",85
2005,"TSG","OHP","MDE",154
2005,"TSG","OHP","DDE",9
2005,"TSG","PHA","B1P",172
2005,"TSG","PHA","MDE",13
2005,"TSG","PHA","DDE",10
2005,"TSG","PSC","B1P",61
2005,"TSG","PSC","MDE",31
2005,"TSG","PSC","DDE",51
2005,"TSG","SSC","B1P",1112
2005,"TSG","SSC","MDE",413
2005,"TSG","SSC","DDE",77
2005,"TSG","TRE","MDE",154
2005,"TSG","TRE","DDE",1
2015,"UOI","ABS","B1P",100
2015,"UOI","ABS","MDE",11
2015,"UOI","BCO","B1P",270
2015,"UOI","BCO","MDE",11
2015,"UOI","CSC","B1P",124
2015,"UOI","CSC","MDE",19
2015,"UOI","EDU","B1P",275
2015,"UOI","EDU","MDE",26
2015,"UOI","ENG","B1P",266
2015,"UOI","ENG","MDE",43
2015,"UOI","ENG","DDE",14
2015,"UOI","HUM","B1P",52
2015,"UOI","MAT","B1P",8
2015,"UOI","MED","B1P",193
2015,"UOI","MED","MDE",14
2015,"UOI","NUR","B1P",165
2015,"UOI","OHP","B1P",25
2015,"UOI","PSC","B1P",22
2015,"UOI","SSC","B1P",410
2015,"UOI","SSC","MDE",11
2014,"UOI","ABS","B1P",77
2014,"UOI","BCO","B1P",267
2014,"UOI","CSC","B1P",103
2014,"UOI","CSC","MDE",18
2014,"UOI","EDU","B1P",253
2014,"UOI","EDU","MDE",35
2014,"UOI","ENG","B1P",245
2014,"UOI","ENG","MDE",45
2014,"UOI","ENG","DDE",16
2014,"UOI","HUM","B1P",50
2014,"UOI","MAT","B1P",11
2014,"UOI","MED","B1P",161
2014,"UOI","MED","MDE",13
2014,"UOI","NUR","B1P",188
2014,"UOI","OHP","B1P",29
2014,"UOI","PSC","B1P",16
2014,"UOI","SSC","B1P",337
2014,"UOI","SSC","MDE",9
2013,"UOI","ABS","B1P",66
2013,"UOI","ABS","MDE",7
2013,"UOI","BCO","B1P",257
2013,"UOI","CSC","B1P",97
2013,"UOI","CSC","MDE",17
2013,"UOI","EDU","B1P",227
2013,"UOI","EDU","MDE",30
2013,"UOI","ENG","B1P",239
2013,"UOI","ENG","MDE",31
2013,"UOI","ENG","DDE",10
2013,"UOI","HUM","B1P",62
2013,"UOI","MAT","B1P",11
2013,"UOI","MED","B1P",142
2013,"UOI","MED","MDE",9
2013,"UOI","NUR","B1P",153
2013,"UOI","OHP","B1P",21
2013,"UOI","PSC","B1P",18
2013,"UOI","SSC","B1P",261
2013,"UOI","SSC","MDE",13
2012,"UOI","ABS","B1P",60
2012,"UOI","ABS","MDE",6
2012,"UOI","BCO","B1P",262
2012,"UOI","BCO","MDE",3
2012,"UOI","CSC","B1P",97
2012,"UOI","CSC","MDE",21
2012,"UOI","EDU","B1P",258
2012,"UOI","EDU","MDE",20
2012,"UOI","ENG","B1P",196
2012,"UOI","ENG","MDE",45
2012,"UOI","ENG","DDE",6
2012,"UOI","HUM","B1P",43
2012,"UOI","MAT","B1P",10
2012,"UOI","MAT","MDE",3
2012,"UOI","MED","B1P",113
2012,"UOI","MED","MDE",11
2012,"UOI","NUR","B1P",144
2012,"UOI","OAS","B1P",2
2012,"UOI","OHP","B1P",26
2012,"UOI","PSC","B1P",16
2012,"UOI","PSC","MDE",1
2012,"UOI","SSC","B1P",232
2012,"UOI","SSC","MDE",8
2011,"UOI","ABS","B1P",51
2011,"UOI","ABS","MDE",10
2011,"UOI","BCO","B1P",219
2011,"UOI","BCO","MDE",1
2011,"UOI","CSC","B1P",73
2011,"UOI","CSC","MDE",11
