"TaskCode","NOC","Skill","SkillLevel","EducationTrainingLevel"
"11850","6461","S3","L3","C/D"
"11851","6461","S10","L2","C/D"
"11852","6461","S5","L1","C/D"
"11853","6461","S8","L2","C/D"
"11854","6461","S12","L2","C/D"
"11855","6461","S2","L2","C/D"
"11856","6461","S9","L2","C/D"
"11857","6461","S14","L3","C/D"
"11858","6461","S11","L1","C/D"
"11859","6461","S7","L3","C/D"
"11860","6461","S14","L2","C/D"
"11861","6461","S9","L3","C/D"
"11862","6461","S2","L3","C/D"
"11863","6461","S13","L2","C/D"
"11864","6461","S2","L1","C/D"
"11865","6462","S5","L1","C/D"
"11866","6462","S10","L1","C/D"
"11867","6462","S9","L3","C/D"
"11868","6462","S2","L2","C/D"
"11869","6462","S13","L2","C/D"
"11870","6462","S9","L3","C/D"
"11871","6462","S5","L1","C/D"
"11872","6462","S3","L2","C/D"
"11873","6462","S12","L2","C/D"
"11874","6462","S2","L2","C/D"
"11875","6462","S14","L1","C/D"
"11876","6462","S8","L2","C/D"
"11877","6462","S7","L3","C/D"
"11878","6462","S10","L2","C/D"
"11879","6462","S13","L3","C/D"
"11880","6462","S12","L2","C/D"
"11881","6462","S12","L2","C/D"
"11882","6462","S14","L2","C/D"
"11883","6462","S14","L2","C/D"
"11884","6462","S10","L2","C/D"
"11885","6462","S11","L3","C/D"
"11886","6462","S13","L1","C/D"
"11887","6462","S10","L2","C/D"
"11888","6462","S13","L2","C/D"
"11889","6462","S13","L2","C/D"
"11890","6462","S10","L4","C/D"
"11891","6462","S9","L2","C/D"
"11892","6462","S10","L3","C/D"
"11893","6462","S14","L4","C/D"
"11894","6462","S12","L2","C/D"
"11895","6462","S2","L1","C/D"
"11896","6462","S2","L3","C/D"
"11897","6462","S4","L3","C/D"
"11898","6462","S13","L1","C/D"
"11899","6462","S13","L1","C/D"
"11900","6462","S2","L2","C/D"
"11901","6462","S3","L1","C/D"
"11902","6462","S8","L2","C/D"
"11903","6462","S14","L2","C/D"
"11904","6462","S2","L2","C/D"
"11905","6462","S10","L2","C/D"
"11906","6462","S8","L1","C/D"
"11907","6462","S8","L3","C/D"
"11908","6462","S7","L2","C/D"
"11909","6462","S13","L3","C/D"
"11910","6462","S13","L2","C/D"
"11911","6462","S1","L1","C/D"
"11912","6462","S12","L2","C/D"
"11913","6462","S9","L3","C/D"
"11914","6462","S8","L2","C/D"
"11915","6462","S13","L3","C/D"
"11916","6462","S3","L2","C/D"
"11917","6462","S14","L3","C/D"
"11918","6462","S12","L1","C/D"
"11919","6462","S13","L3","C/D"
"11920","6462","S6","L1","C/D"
"11921","6462","S9","L2","C/D"
"11922","6462","S8","L2","C/D"
"11923","6462","S8","L2","C/D"
"11924","6462","S2","L2","C/D"
"11925","6462","S6","L1","C/D"
"11926","6462","S3","L3","C/D"
"11927","6462","S10","L4","C/D"
"11928","6462","S12","L2","C/D"
"11929","6462","S13","L2","C/D"
"11930","6462","S14","L3","C/D"
"11931","6463","S8","L2","C/D"
"11932","6463","S13","L2","C/D"
"11933","6463","S2","L4","C/D"
"11934","6463","S4","L2","C/D"
"11935","6463","S5","L1","C/D"
"11936","6463","S10","L2","C/D"
"11937","6463","S13","L2","C/D"
"11938","6463","S14","L2","C/D"
"11939","6463","S13","L2","C/D"
"11940","6463","S5","L1","C/D"
"595","6463","S12","L2","C/D"
"11941","6463","S14","L2","C/D"
"11942","6463","S10","L2","C/D"
"11943","6463","S3","L1","C/D"
"11944","6463","S14","L3","C/D"
"11945","6463","S8","L3","C/D"
"11946","6463","S9","L3","C/D"
"11947","6463","S14","L2","C/D"
"11948","6463","S4","L2","C/D"
"11949","6463","S10","L2","C/D"
"11950","6463","S7","L3","C/D"
"11951","6463","S13","L1","C/D"
"11952","6463","S2","L3","C/D"
"11953","6463","S10","L3","C/D"
"11954","6463","S9","L2","C/D"
"11955","6463","S9","L3","C/D"
"11956","6463","S11","L1","C/D"
"11957","6463","S13","L1","C/D"
"11958","6463","S13","L2","C/D"
"11959","6463","S13","L1","C/D"
"11960","6463","S13","L3","C/D"
"11961","6463","S6","L2","C/D"
"11962","6463","S10","L3","C/D"
"11963","6463","S10","L5","C/D"
"11964","6463","S14","L4","C/D"
"11965","6463","S3","L2","C/D"
"11966","6463","S13","L2","C/D"
"11967","6463","S2","L3","C/D"
"11968","6463","S13","L1","C/D"
"11969","6463","S3","L2","C/D"
"11970","6463","S13","L1","C/D"
"11971","6463","S6","L1","C/D"
"11972","6463","S8","L3","C/D"
"11973","6463","S1","L3","C/D"
"11974","6463","S14","L3","C/D"
"11975","6463","S12","L3","C/D"
"11976","6463","S5","L1","C/D"
"11977","6463","S10","L3","C/D"
"11978","6463","S10","L4","C/D"
"11979","6463","S3","L3","C/D"
"11980","6463","S6","L1","C/D"
"11981","6463","S8","L2","C/D"
"11982","6463","S8","L3","C/D"
"11983","6463","S13","L1","C/D"
"11984","6463","S8","L3","C/D"
"11985","6463","S9","L2","C/D"
"11986","6463","S8","L2","C/D"
"11987","6463","S8","L2","C/D"
"11988","6463","S10","L3","C/D"
"11989","6463","S2","L1","C/D"
"11990","6463","S11","L4","C/D"
"11991","6463","S2","L2","C/D"
"11992","6463","S14","L1","C/D"
"11993","6463","S3","L2","C/D"
"11994","6463","S10","L3","C/D"
"11995","6463","S9","L1","C/D"
"11996","6463","S13","L3","C/D"
"11997","6463","S9","L2","C/D"
"11998","6463","S13","L1","C/D"
"11999","6463","S1","L2","C/D"
"12000","6463","S7","L1","C/D"
"12001","6463","S12","L1","C/D"
"12002","6463","S5","L1","C/D"
"12003","6463","S11","L2","C/D"
"12004","6463","S9","L2","C/D"
"12005","6463","S12","L2","C/D"
"12006","6463","S10","L2","C/D"
"12007","6463","S14","L1","C/D"
"12008","6463","S13","L2","C/D"
"12009","6463","S7","L1","C/D"
"12010","6465","S2","L2","C/D"
"12011","6465","S2","L1","C/D"
"12012","6465","S8","L2","C/D"
"12013","6465","S12","L2","C/D"
"12014","6465","S13","L2","C/D"
"12015","6465","S13","L1","C/D"
"12016","6465","S10","L1","C/D"
"12017","6465","S13","L3","C/D"
"12018","6465","S14","L4","C/D"
"12019","6465","S5","L1","C/D"
"12020","6465","S3","L3","C/D"
"12021","6465","S1","L3","C/D"
"12022","6465","S9","L3","C/D"
"12023","6465","S9","L2","C/D"
"12024","6465","S14","L2","C/D"
"12025","6465","S13","L2","C/D"
"12026","6465","S4","L3","C/D"
"12027","6465","S12","L3","C/D"
"12028","6465","S10","L3","C/D"
"12029","6465","S7","L2","C/D"
"12030","6465","S12","L2","C/D"
"12031","6465","S13","L2","C/D"
"12032","6465","S1","L2","C/D"
"12033","6465","S13","L2","C/D"
"12034","6465","S14","L2","C/D"
"12035","6465","S8","L2","C/D"
"12036","6465","S2","L2","C/D"
"12037","6465","S14","L4","C/D"
"12038","6465","S13","L3","C/D"
"12039","6465","S12","L2","C/D"
"12040","6465","S11","L3","C/D"
"12041","6465","S11","L2","C/D"
"12042","6465","S10","L4","C/D"
"12043","6465","S6","L1","C/D"
"12044","6465","S8","L2","C/D"
"12045","6465","S10","L2","C/D"
"12046","6465","S14","L3","C/D"
"12047","6465","S7","L3","C/D"
"12048","6465","S2","L3","C/D"
"12049","6465","S7","L1","C/D"
"12050","6465","S11","L1","C/D"
"12051","6465","S14","L2","C/D"
"12052","6465","S8","L3","C/D"
"12053","6465","S5","L2","C/D"
"12054","6465","S8","L3","C/D"
"12055","6465","S3","L2","C/D"
"12056","6465","S12","L1","C/D"
"12057","6465","S9","L3","C/D"
"2995","6465","S12","L2","C/D"
"12058","6465","S9","L3","C/D"
"12059","6465","S8","L1","C/D"
"12060","6465","S10","L2","C/D"
"12061","6465","S3","L3","C/D"
"12062","6465","S9","L2","C/D"
"12063","6465","S13","L4","C/D"
"1898","6465","S14","L1","C/D"
"12064","6465","S3","L1","C/D"
"12065","6465","S9","L1","C/D"
"12066","6465","S10","L1","C/D"
"12067","6465","S10","L3","C/D"
"12068","6465","S6","L3","C/D"
"12069","6465","S13","L1","C/D"
"12070","6465","S10","L3","C/D"
"12071","6471","S9","L1","C/D"
"12072","6471","S3","L1","C/D"
"12073","6471","S10","L2","C/D"
"12074","6471","S13","L2","C/D"
"12075","6471","S13","L2","C/D"
"12076","6471","S10","L1","C/D"
"12077","6471","S6","L1","C/D"
"12078","6471","S14","L1","C/D"
"12079","6471","S9","L2","C/D"
"12080","6471","S5","L1","C/D"
"12081","6471","S13","L1","C/D"
"12082","6471","S13","L1","C/D"
"12083","6471","S9","L3","C/D"
"12084","6471","S2","L2","C/D"
"12085","6471","S13","L2","C/D"
"12086","6471","S5","L2","C/D"
"12087","6471","S9","L3","C/D"
"12088","6471","S5","L1","C/D"
"12089","6471","S9","L2","C/D"
"12090","6471","S7","L2","C/D"
"12091","6471","S8","L2","C/D"
"12092","6471","S11","L1","C/D"
"12093","6471","S9","L2","C/D"
"12094","6471","S10","L3","C/D"
"12095","6471","S13","L1","C/D"
"12096","6471","S10","L1","C/D"
"12097","6471","S3","L2","C/D"
"12098","6471","S8","L2","C/D"
"12099","6471","S10","L3","C/D"
"12100","6471","S10","L2","C/D"
"12101","6471","S8","L2","C/D"
"12102","6471","S8","L2","C/D"
"12103","6471","S14","L1","C/D"
"12104","6471","S8","L1","C/D"
"12105","6471","S14","L1","C/D"
"12106","6471","S2","L1","C/D"
"12107","6471","S3","L1","C/D"
"12108","6471","S14","L1","C/D"
"12109","6471","S8","L2","C/D"
"12110","6471","S2","L2","C/D"
"12111","6471","S9","L2","C/D"
"12112","6471","S2","L2","C/D"
"12113","6471","S8","L1","C/D"
"12114","6471","S13","L2","C/D"
"12115","6471","S8","L1","C/D"
"12116","6471","S8","L2","C/D"
"12117","6471","S10","L2","C/D"
"12118","6471","S2","L1","C/D"
"12119","6471","S2","L3","C/D"
"12120","6471","S13","L2","C/D"
"12121","6471","S2","L1","C/D"
"12122","6471","S14","L1","C/D"
"12123","6471","S4","L2","C/D"
"12124","6471","S13","L1","C/D"
"12125","6471","S7","L1","C/D"
"12126","6471","S11","L1","C/D"
"12127","6471","S13","L1","C/D"
"12128","6471","S9","L3","C/D"
"12129","6471","S10","L2","C/D"
"12130","6471","S8","L3","C/D"
"12131","6471","S14","L2","C/D"
"12132","6471","S8","L1","C/D"
"12133","6471","S13","L2","C/D"
"12134","6471","S10","L2","C/D"
"12135","6471","S14","L3","C/D"
"12136","6471","S12","L2","C/D"
"12137","6471","S14","L2","C/D"
"12138","6471","S13","L1","C/D"
"12139","6471","S7","L2","C/D"
"12140","6472","S3","L2","C/D"
"12141","6472","S8","L3","C/D"
"12142","6472","S8","L1","C/D"
"12143","6472","S14","L1","C/D"
"12144","6472","S10","L1","C/D"
"12145","6472","S13","L2","C/D"
"12146","6472","S13","L3","C/D"
"12147","6472","S12","L2","C/D"
"12148","6472","S13","L2","C/D"
"12149","6472","S8","L2","C/D"
"12150","6472","S2","L2","C/D"
"12151","6472","S2","L1","C/D"
"12152","6472","S14","L2","C/D"
"12153","6472","S12","L2","C/D"
"12154","6472","S14","L3","C/D"
"12155","6472","S5","L1","C/D"
"12156","6472","S2","L2","C/D"
"12157","6472","S8","L2","C/D"
"12158","6472","S11","L2","C/D"
"12159","6472","S8","L3","C/D"
"12160","6472","S3","L2","C/D"
"12161","6472","S12","L2","C/D"
"12162","6472","S10","L3","C/D"
"12163","6472","S1","L1","C/D"
"12164","6472","S2","L2","C/D"
"12165","6472","S10","L3","C/D"
"12166","6472","S1","L2","C/D"
"12167","6472","S8","L2","C/D"
"12168","6472","S8","L2","C/D"
"12169","6472","S10","L2","C/D"
"12170","6472","S10","L4","C/D"
"12171","6472","S2","L1","C/D"
"12172","6472","S6","L2","C/D"
"12173","6472","S5","L2","C/D"
"12174","6472","S14","L1","C/D"
"12175","6472","S8","L2","C/D"
"12176","6472","S3","L2","C/D"
"12177","6472","S4","L2","C/D"
"12178","6472","S8","L1","C/D"
"12179","6472","S9","L2","C/D"
"12180","6472","S10","L2","C/D"
"12181","6472","S13","L2","C/D"
"12182","6472","S13","L3","C/D"
"12183","6472","S8","L2","C/D"
"12184","6472","S7","L1","C/D"
"12185","6472","S12","L2","C/D"
"12186","6472","S7","L2","C/D"
"12187","6472","S10","L2","C/D"
"12188","6472","S14","L1","C/D"
"12189","6472","S13","L1","C/D"
"12190","6472","S14","L2","C/D"
"12191","6472","S13","L2","C/D"
"12192","6472","S13","L2","C/D"
"12193","6472","S9","L1","C/D"
"12194","6472","S8","L2","C/D"
"12195","6472","S14","L2","C/D"
"12196","6472","S6","L1","C/D"
"12197","6472","S1","L2","C/D"
"12198","6472","S2","L1","C/D"
"12199","6472","S3","L2","C/D"
"12200","6472","S5","L1","C/D"
"12201","6472","S14","L1","C/D"
"12202","6472","S14","L3","C/D"
"12203","6472","S9","L2","C/D"
"12204","6472","S11","L2","C/D"
"12205","6472","S2","L3","C/D"
"12206","6472","S6","L1","C/D"
"12207","6472","S9","L3","C/D"
"12208","6474","S10","L3","C/D"
"12209","6474","S13","L2","C/D"
"12210","6474","S3","L2","C/D"
"12211","6474","S13","L1","C/D"
"12212","6474","S13","L2","C/D"
"12213","6474","S6","L1","C/D"
"12214","6474","S13","L2","C/D"
"12215","6474","S9","L2","C/D"
"12216","6474","S14","L1","C/D"
"12217","6474","S8","L2","C/D"
"12218","6474","S8","L2","C/D"
"12219","6474","S3","L2","C/D"
"12220","6474","S6","L1","C/D"
"12221","6474","S14","L2","C/D"
"12222","6474","S2","L3","C/D"
"12223","6474","S3","L1","C/D"
"12224","6474","S2","L2","C/D"
"12225","6474","S14","L1","C/D"
"12226","6474","S14","L2","C/D"
"12227","6474","S14","L2","C/D"
"12228","6474","S10","L2","C/D"
"12229","6474","S13","L2","C/D"
"12230","6474","S3","L2","C/D"
"12231","6474","S13","L1","C/D"
"12232","6474","S14","L1","C/D"
"12233","6474","S4","L2","C/D"
"12234","6474","S9","L2","C/D"
"12235","6474","S9","L1","C/D"
"12236","6474","S5","L1","C/D"
"12237","6474","S9","L3","C/D"
"12238","6474","S5","L1","C/D"
"12239","6474","S8","L2","C/D"
"12240","6474","S7","L1","C/D"
"12241","6474","S10","L2","C/D"
"12242","6474","S2","L2","C/D"
"12243","6474","S10","L3","C/D"
"12244","6474","S8","L1","C/D"
"12245","6474","S13","L2","C/D"
"12246","6474","S13","L2","C/D"
"12247","6474","S8","L1","C/D"
"12248","6474","S2","L2","C/D"
"12249","6474","S10","L4","C/D"
"12250","6474","S6","L2","C/D"
"12251","6474","S9","L1","C/D"
"12252","6474","S11","L1","C/D"
"12253","6474","S2","L1","C/D"
"12254","6474","S13","L1","C/D"
"12255","6474","S10","L4","C/D"
"12256","6474","S13","L3","C/D"
"12257","6474","S8","L1","C/D"
"12258","6474","S14","L1","C/D"
"12259","6474","S8","L1","C/D"
"12260","6474","S10","L1","C/D"
"12261","6474","S9","L3","C/D"
"12262","6481","S8","L2","C/D"
"12263","6481","S14","L1","C/D"
"12264","6481","S12","L1","C/D"
"12265","6481","S2","L3","C/D"
"12266","6481","S3","L3","C/D"
"2102","6481","S12","L2","C/D"
"12267","6481","S8","L3","C/D"
"12268","6481","S13","L2","C/D"
"12269","6481","S5","L3","C/D"
"12270","6481","S8","L2","C/D"
"12271","6481","S13","L2","C/D"
"12272","6481","S10","L2","C/D"
"12273","6481","S2","L2","C/D"
"12274","6481","S8","L2","C/D"
"12275","6481","S13","L1","C/D"
"12276","6481","S14","L4","C/D"
"12277","6481","S12","L3","C/D"
"12278","6481","S7","L2","C/D"
"12279","6481","S2","L2","C/D"
"12280","6481","S5","L2","C/D"
"12281","6481","S3","L2","C/D"
"12282","6481","S14","L2","C/D"
"12283","6481","S13","L2","C/D"
"12284","6481","S6","L2","C/D"
"12285","6481","S4","L3","C/D"
"12286","6481","S8","L2","C/D"
"12287","6481","S12","L2","C/D"
"12288","6481","S12","L2","C/D"
"12289","6481","S11","L1","C/D"
"12290","6481","S9","L2","C/D"
"12291","6481","S13","L2","C/D"
"12292","6481","S10","L2","C/D"
"12293","6481","S8","L1","C/D"
"12294","6481","S13","L1","C/D"
"12295","6481","S1","L2","C/D"
"12296","6481","S7","L1","C/D"
"12297","6481","S8","L3","C/D"
"12298","6481","S7","L3","C/D"
"12299","6481","S13","L2","C/D"
"12300","6481","S13","L2","C/D"
"12301","6481","S14","L4","C/D"
"12302","6481","S12","L2","C/D"
"12303","6481","S2","L2","C/D"
"12304","6481","S2","L2","C/D"
"12305","6481","S10","L1","C/D"
"12306","6481","S13","L3","C/D"
"12307","6481","S11","L4","C/D"
"12308","6481","S10","L3","C/D"
"12309","6481","S6","L3","C/D"
"12310","6481","S10","L3","C/D"
"12311","6481","S8","L3","C/D"
"12312","6481","S9","L3","C/D"
"12313","6481","S8","L3","C/D"
"12314","6481","S7","L2","C/D"
"12315","6481","S6","L2","C/D"
"12316","6481","S14","L1","C/D"
"12317","6481","S12","L3","C/D"
"12318","6481","S5","L1","C/D"
"12319","6481","S10","L2","C/D"
"12110","6481","S2","L2","C/D"
"12320","6481","S14","L2","C/D"
"12321","6481","S9","L2","C/D"
"12322","6481","S14","L4","C/D"
"12323","6481","S2","L2","C/D"
"12324","6481","S14","L2","C/D"
"12325","6481","S8","L2","C/D"
"12326","6481","S3","L3","C/D"
"12327","6481","S6","L1","C/D"
"12328","6481","S10","L4","C/D"
"12329","6481","S8","L3","C/D"
"12330","6481","S3","L1","C/D"
"12331","6481","S14","L2","C/D"
"12332","6481","S2","L3","C/D"
"12333","6481","S13","L2","C/D"
"12334","6481","S11","L3","C/D"
"12335","6481","S3","L3","C/D"
"12336","6481","S8","L1","C/D"
"12337","6481","S14","L2","C/D"
"12338","6481","S11","L2","C/D"
"12339","6481","S8","L1","C/D"
"12340","6481","S1","L1","C/D"
"12341","6481","S7","L1","C/D"
"12342","6481","S14","L2","C/D"
"12343","6481","S9","L2","C/D"
"12344","6481","S10","L4","C/D"
"12345","6481","S7","L2","C/D"
"12346","6482","S5","L1","C/D"
"12347","6482","S11","L1","C/D"
"12348","6482","S2","L1","C/D"
"12349","6482","S3","L2","C/D"
"12350","6482","S3","L2","C/D"
"12351","6482","S6","L1","C/D"
"12352","6482","S8","L2","C/D"
"12353","6482","S10","L1","C/D"
"12354","6482","S12","L2","C/D"
"12355","6482","S10","L1","C/D"
"12356","6482","S2","L1","C/D"
"12357","6482","S8","L2","C/D"
"12358","6482","S10","L3","C/D"
"12359","6482","S7","L2","C/D"
"12360","6482","S13","L2","C/D"
"12361","6482","S12","L1","C/D"
"12362","6482","S7","L1","C/D"
"12363","6482","S12","L2","C/D"
"12364","6482","S12","L2","C/D"
"12365","6482","S3","L2","C/D"
"12366","6482","S14","L1","C/D"
"10882","6482","S11","L2","C/D"
"12367","6482","S14","L2","C/D"
"12368","6482","S2","L3","C/D"
"12369","6482","S14","L1","C/D"
"12370","6482","S13","L2","C/D"
"12371","6482","S9","L1","C/D"
"12372","6482","S12","L1","C/D"
"12373","6482","S13","L1","C/D"
"12374","6482","S13","L2","C/D"
"12375","6482","S4","L2","C/D"
"12376","6482","S6","L2","C/D"
"12377","6482","S10","L2","C/D"
"12378","6482","S11","L2","C/D"
"12379","6482","S2","L2","C/D"
"12380","6482","S8","L1","C/D"
"12381","6482","S14","L3","C/D"
"12382","6482","S12","L2","C/D"
"8440","6482","S10","L2","C/D"
"12383","6482","S8","L2","C/D"
"12384","6482","S8","L2","C/D"
"12385","6482","S9","L2","C/D"
"12386","6482","S13","L1","C/D"
"12387","6482","S13","L2","C/D"
"12388","6482","S3","L1","C/D"
"12389","6482","S12","L2",
"10893","6482","S12","L2",
"12390","6482","S12","L2",
"12391","6482","S12","L2",
"12392","6482","S12","L2",
"10899","6482","S12","L2",
"12393","6482","S12","L2",
"12394","6482","S12","L3",
"12395","6482","S10","L3",
"12396","6482","S10","L4",
"12397","6482","S13","L1",
"12398","6482","S5","L1",
"10884","6482","S1","L1",
"12399","6482","S8","L3",
"12400","6482","S15","L1",
"12401","6482","S15","L2",
"12402","6482","S15","L2",
"12403","6482","S8","L1",
"12404","6483","S10","L3","C/D"
"12405","6483","S10","L3","C/D"
"12406","6483","S13","L1","C/D"
"12407","6483","S7","L3","C/D"
"12408","6483","S8","L1","C/D"
"12409","6483","S13","L2","C/D"
"12410","6483","S12","L2","C/D"
"12411","6483","S14","L3","C/D"
"12412","6483","S5","L1","C/D"
"12413","6483","S13","L2","C/D"
"12414","6483","S2","L2","C/D"
"12415","6483","S10","L2","C/D"
"12416","6483","S8","L2","C/D"
"12417","6483","S13","L1","C/D"
"12418","6483","S11","L1","C/D"
"12419","6483","S14","L1","C/D"
"12420","6483","S13","L2","C/D"
"12421","6483","S6","L2","C/D"
"12422","6483","S2","L1","C/D"
"12423","6483","S5","L1","C/D"
"12424","6483","S14","L1","C/D"
"12425","6483","S14","L1","C/D"
"12426","6483","S4","L2","C/D"
"12427","6483","S7","L2","C/D"
"12428","6483","S2","L2","C/D"
"12429","6483","S9","L1","C/D"
"12430","6483","S2","L1","C/D"
"12431","6483","S9","L2","C/D"
"12432","6483","S9","L2","C/D"
"12433","6483","S13","L1","C/D"
"12434","6483","S13","L3","C/D"
"12435","6483","S5","L1","C/D"
"12436","6483","S12","L2","C/D"
"12437","6483","S9","L2","C/D"
"12438","6483","S11","L2","C/D"
"12439","6483","S8","L1","C/D"
"12440","6483","S13","L2","C/D"
"12441","6483","S10","L2","C/D"
"12442","6483","S8","L1","C/D"
"12443","6483","S12","L2","C/D"
"12444","6483","S8","L2","C/D"
"12445","6483","S3","L2","C/D"
"12446","6483","S6","L1","C/D"
"12447","6483","S13","L1","C/D"
"12448","6483","S13","L1","C/D"
"12449","6483","S8","L1","C/D"
"12450","6483","S13","L2","C/D"
"12451","6483","S14","L2","C/D"
"12452","6483","S3","L1","C/D"
"12453","6483","S14","L1","C/D"
"12454","6483","S5","L2","C/D"
"12455","6483","S10","L1","C/D"
"12456","6483","S8","L1","C/D"
"12457","6483","S7","L1","C/D"
"12458","6483","S14","L2","C/D"
"12459","6483","S2","L3","C/D"
"12460","6483","S13","L1","C/D"
"12461","6483","S10","L3","C/D"
"12462","6483","S11","L1","C/D"
"12463","6611","S9","L2","C/D"
"12464","6611","S8","L3","C/D"
"12465","6611","S6","L2","C/D"
"12466","6611","S13","L2","C/D"
"12467","6611","S8","L2","C/D"
"12468","6611","S7","L1","C/D"
"12469","6611","S13","L1","C/D"
"12470","6611","S10","L1","C/D"
"12471","6611","S13","L2","C/D"
"12472","6611","S12","L1","C/D"
"12473","6611","S4","L1","C/D"
"12474","6611","S10","L1","C/D"
"12475","6611","S9","L1","C/D"
"12476","6611","S8","L1","C/D"
"12477","6611","S2","L1","C/D"
"12478","6611","S14","L2","C/D"
"12479","6611","S9","L2","C/D"
"12480","6611","S12","L1","C/D"
"12481","6611","S2","L1","C/D"
"12482","6611","S6","L1","C/D"
"12483","6611","S2","L2","C/D"
"12484","6611","S6","L2","C/D"
"12485","6611","S13","L1","C/D"
"12486","6611","S10","L2","C/D"
"12487","6611","S5","L1","C/D"
"12488","6611","S14","L1","C/D"
"12489","6611","S3","L2","C/D"
"12490","6611","S10","L1","C/D"
"12491","6611","S14","L1","C/D"
"11726","6611","S8","L2","C/D"
"12492","6611","S12","L2","C/D"
"12493","6611","S8","L3","C/D"
"12494","6611","S8","L2","C/D"
"12495","6611","S8","L2","C/D"
"12496","6611","S11","L1","C/D"
"12497","6611","S9","L2","C/D"
"12498","6611","S13","L2","C/D"
"12499","6611","S8","L2","C/D"
"12349","6611","S3","L2","C/D"
"12500","6611","S12","L2",
"12501","6611","S12","L2",
"12502","6611","S12","L2",
"12503","6611","S12","L2",
"12504","6611","S12","L2",
"12505","6611","S10","L2",
"12506","6611","S10","L3",
"12507","6611","S10","L3",
"12508","6611","S1","L1",
"12509","6611","S8","L3",
"12510","6611","S15","L1",
"10241","6611","S15","L2",
"169","6611","S15","L2",
"12511","6611","S3","L2",
"12512","6621","S14","L1","C/D"
"12513","6621","S14","L1","C/D"
"12514","6621","S14","L1","C/D"
"12515","6621","S9","L1","C/D"
"12516","6621","S5","L2","C/D"
"12517","6621","S8","L2","C/D"
"12518","6621","S5","L1","C/D"
"12519","6621","S13","L1","C/D"
"12520","6621","S10","L3","C/D"
"12521","6621","S2","L1","C/D"
"12522","6621","S2","L2","C/D"
"12523","6621","S13","L1","C/D"
"12524","6621","S3","L1","C/D"
"12525","6621","S10","L1","C/D"
"12526","6621","S2","L1","C/D"
"12527","6621","S8","L1","C/D"
"12528","6621","S8","L2","C/D"
"12529","6621","S10","L2","C/D"
"12530","6621","S6","L1","C/D"
"12531","6621","S12","L1","C/D"
"12532","6621","S13","L1","C/D"
"12533","6621","S13","L2","C/D"
"12534","6621","S4","L3","C/D"
"12535","6621","S9","L2","C/D"
"12536","6622","S5","L1","C/D"
"12537","6622","S10","L2","C/D"
"12538","6622","S13","L1","C/D"
"12539","6622","S13","L2","C/D"
"12540","6622","S11","L1","C/D"
"12541","6622","S8","L2","C/D"
"12542","6622","S2","L2","C/D"
"12543","6622","S8","L1","C/D"
"12544","6622","S4","L3","C/D"
"12545","6622","S9","L1","C/D"
"12546","6622","S3","L2","C/D"
"12547","6622","S10","L3","C/D"
"12548","6622","S14","L1","C/D"
"12549","6622","S7","L2","C/D"
"12550","6622","S12","L1","C/D"
"12551","6622","S2","L1","C/D"
"12552","6622","S1","L1","C/D"
"12553","6622","S9","L1","C/D"
"12554","6622","S6","L1","C/D"
"12555","6622","S12","L1","C/D"
"12556","6622","S8","L1","C/D"
"12557","6623","S13","L2","C/D"
"12558","6623","S10","L2","C/D"
"12559","6623","S3","L1","C/D"
"12560","6623","S12","L2","C/D"
"12561","6623","S11","L1","C/D"
"12562","6623","S7","L2","C/D"
"12563","6623","S8","L2","C/D"
"12564","6623","S2","L2","C/D"
"12565","6623","S10","L2","C/D"
"12566","6623","S2","L2","C/D"
"12567","6623","S13","L2","C/D"
"12568","6623","S2","L3","C/D"
"12569","6623","S4","L3","C/D"
"12570","6623","S6","L3","C/D"
"12571","6623","S5","L3","C/D"
"12572","6623","S14","L2","C/D"
"12573","6623","S14","L1","C/D"
"12574","6623","S6","L2","C/D"
"12575","6623","S4","L2","C/D"
"12576","6623","S12","L2","C/D"
"12577","6623","S14","L2","C/D"
"12578","6623","S9","L2","C/D"
"12579","6623","S14","L3","C/D"
"12580","6623","S13","L2","C/D"
"12581","6623","S1","L2","C/D"
"12582","6623","S8","L3","C/D"
"12583","6623","S9","L2","C/D"
"12584","6623","S10","L3","C/D"
"12585","6623","S3","L2","C/D"
"12586","6623","S12","L2","C/D"
"12587","6623","S13","L3","C/D"
"8488","6631","S8","L1","C/D"
"8475","6631","S2","L3","C/D"
"8510","6631","S10","L2","C/D"
"8464","6631","S11","L2","C/D"
"8484","6631","S8","L2","C/D"
"12588","6631","S9","L2","C/D"
"12589","6631","S13","L2","C/D"
"12590","6631","S3","L1","C/D"
"12591","6631","S5","L3","C/D"
"8490","6631","S11","L1","C/D"
"8478","6631","S2","L1","C/D"
"8492","6631","S2","L2","C/D"
"8503","6631","S10","L2","C/D"
"12592","6631","S13","L2","C/D"
"8502","6631","S13","L2","C/D"
"8506","6631","S10","L1","C/D"
"8512","6631","S13","L2","C/D"
"8481","6631","S13","L2","C/D"
"12593","6631","S9","L1","C/D"
"8519","6631","S1","L1","C/D"
"8509","6631","S13","L2","C/D"
"12594","6631","S3","L2","C/D"
"12595","6631","S9","L2","C/D"
"8476","6631","S2","L1","C/D"
"12596","6631","S4","L3","C/D"
"8500","6631","S10","L3","C/D"
"8477","6631","S2","L2","C/D"
"8496","6631","S8","L2","C/D"
"8533","6631","S14","L2","C/D"
"12597","6631","S3","L2","C/D"
"12598","6631","S13","L3","C/D"
