"University","Program","MaxEnrolment","ProgramType","MinGradeAvg","Specialization","Recommended","PrerequisiteGroup","PrerequisitePicks","PrerequisiteCodes"
"NIP","PEH","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEH","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEH","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEI","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEI","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEI","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEK","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEK","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEK","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEM","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEM","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEM","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEM","Open","Reg/Int/Prac","75","All","Y",2,1,"4U Math"
"NIP","PEL","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEL","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEL","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEL","Open","Reg/Int/Prac","75","All","Y",2,1,"4U Math"
"NIP","PEN","Open","Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEN","Open","Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEN","Open","Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEN","Open","Reg/Int/Prac","75","All","Y",2,1,"4U Math"
"NIP","PER",120,"Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PER",120,"Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PER",120,"Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PER",120,"Reg/Int/Prac","75","All",,2,1,"SBI4U"
"NIP","PER",120,"Reg/Int/Prac","75","All",,2,1,"PSK4U"
"NIP","PER",120,"Reg/Int/Prac","75","All","Y",3,2,"SCH4U"
"NIP","PER",120,"Reg/Int/Prac","75","All","Y",3,2,"4U Math"
"NIP","PER",120,"Reg/Int/Prac","75","All",,4,2,"PSE4U"
"NIP","PER",120,"Reg/Int/Prac","75","All",,4,2,"PSK4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,1,1,"ENG4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,1,1,"EAE4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,1,1,"NBE4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,2,1,"SBI4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,2,1,"PSK4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All","Y",3,2,"SCH4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All","Y",3,2,"4U Math"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,4,2,"PSE4U"
"NIP","PEO",120,"Reg/Int/Prac","75","All",,4,2,"PSK4U"
"NIP","PEQ",120,"Reg","75","All",,1,1,"ENG4U"
"NIP","PEQ",120,"Reg","75","All",,1,1,"EAE4U"
"NIP","PEQ",120,"Reg","75","All",,1,1,"NBE4U"
"NIP","PEQ",120,"Reg","75","All",,2,1,"SBI4U"
"NIP","PEQ",120,"Reg","75","All",,2,1,"PSK4U"
"NIP","PEQ",120,"Reg","75","All","Y",3,2,"SCH4U"
"NIP","PEQ",120,"Reg","75","All","Y",3,2,"4U Math"
"NIP","PEQ",120,"Reg","75","All",,4,2,"PSE4U"
"NIP","PEQ",120,"Reg","75","All",,4,2,"PSK4U"
"NIP","PSW","Open","Reg/Int/Prac","70","All",,1,1,"ENG4U"
"NIP","PSW","Open","Reg/Int/Prac","70","All",,1,1,"EAE4U"
"NIP","PSW","Open","Reg/Int/Prac","70","All",,1,1,"NBE4U"
"OCA","HDF",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HDF",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HDF",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HDF",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HDF",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HPR",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HPR",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HPR",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HPR",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HPR",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HSI",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HSI",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HSI",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HSI",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HSI",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HAD",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HAD",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HAD",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HAD",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HAD",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HCP",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HCP",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HCP",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HCP",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HCP",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HCD",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HCD",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HCD",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HCD",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HCD",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HDP",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HDP",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HDP",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HDP",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HDP",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HED",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HED",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HED",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HED",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HED",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HIM",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HIM",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HIM",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HIM",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HIM",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HMD",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HMD",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HMD",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HMD",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HMD",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HVC",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HVC",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HVC",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HVC",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HIG",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HIG",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HIG",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HIG",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HIG",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HIL",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HIL",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HIL",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HIL",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HIL",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HGD",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HGD",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HGD",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HGD",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HGD",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HID",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HID",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HID",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HID",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HID",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OCA","HPT",1100,"Reg/Int/Prac","","All",,1,1,"OSSD"
"OCA","HPT",1100,"Reg/Int/Prac","","All",,2,1,"ENG4U"
"OCA","HPT",1100,"Reg/Int/Prac","","All",,2,1,"EAE4U"
"OCA","HPT",1100,"Reg/Int/Prac","","All",,3,5,"Other 4U/M"
"OCA","HPT",1100,"Reg/Int/Prac","","All",,4,1,"Portfolio"
"OTT","OLA",1600,"Reg","75-79","All",,1,1,"ENG4U"
"OTT","OLA",1600,"Reg","75-79","All",,1,1,"FRA4U"
"OTT","OLA",1600,"Reg","75-79","Economics, Economics and Public Policy, Environmental Economics and Public Policy, International Economics and Development",,1,1,"MHF4U"
"OTT","OLA",1600,"Reg","75-79","Economics, Economics and Public Policy, Environmental Economics and Public Policy, International Economics and Development","Y",2,1,"MCV4U"
"OTT","OLA",1600,"Reg","75-79","Psychology (BSc)",,1,1,"MHF4U"
"OTT","OLA",1600,"Reg","75-79","Psychology (BSc)","Y",2,2,"MCV4U"
"OTT","OLA",1600,"Reg","75-79","Psychology (BSc)",,2,2,"SBI4U"
"OTT","OLA",1600,"Reg","75-79","Psychology (BSc)",,2,2,"SCH4U"
"OTT","OLA",1600,"Reg","75-79","Psychology (BSc)",,2,2,"SPH4U"
"OTT","OLA",1600,"Coop","80","All",,1,1,"ENG4U"
"OTT","OLA",1600,"Coop","80","All",,1,1,"FRA4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,1,1,"ENG4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,1,1,"FRA4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,2,1,"MHF4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,3,4,"MCV4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,3,4,"SPH4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,3,4,"SCH4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,3,4,"SBI4U"
"OTT","OEC",30,"Reg/Coop","87-89","All",,4,1,"MCV4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,1,1,"ENG4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,1,1,"FRA4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,2,1,"MHF4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,3,4,"MCV4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,3,4,"SPH4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,3,4,"SCH4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,3,4,"SBI4U"
"OTT","OEY",10,"Reg/Coop","87-89","All",,4,1,"MCV4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,3,3,"MCV4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,3,3,"SPH4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,3,3,"SCH4U"
"OTT","OHE",70,"Reg/Coop","84-86","All",,4,1,"MCV4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,3,3,"MCV4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,3,3,"SPH4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,3,3,"SCH4U"
"OTT","OBA",10,"Reg/Coop","84-86","All",,4,1,"MCV4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OIF",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OBB",10,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OID",15,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OBD",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,3,1,"MCV4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,4,1,"SPH4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,4,1,"SCH4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,4,1,"SBI4U"
"OTT","OJB",25,"Reg/Coop","80-83","All",,4,1,"4U Computer Science"
"OTT","OJB",25,"Reg/Coop","80-83","All",,5,1,"MCV4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,3,3,"MCV4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,3,3,"SPH4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,3,3,"SCH4U"
"OTT","OEE",60,"Reg/Coop","84-86","All",,4,1,"MCV4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,3,3,"MCV4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,3,3,"SPH4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,3,3,"SCH4U"
"OTT","OEA",10,"Reg/Coop","84-86","All",,4,1,"MCV4U"
"OTT","ORA",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","ORA",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","ORA",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","ORA",30,"Reg/Coop","80-83","All",,3,1,"MCV4U"
"OTT","ORA",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,3,3,"MCV4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,3,3,"SPH4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,3,3,"SCH4U"
"OTT","OBC",25,"Reg/Coop","84-86","All",,4,1,"MCV4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OIE",85,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OGP",5,"Reg","80-83","All",,1,1,"ENG4U"
"OTT","OGP",5,"Reg","80-83","All",,1,1,"FRA4U"
"OTT","OGP",5,"Reg","80-83","All",,2,1,"MHF4U"
"OTT","OGP",5,"Reg","80-83","All",,3,3,"MCV4U"
"OTT","OGP",5,"Reg","80-83","All",,3,3,"SPH4U"
"OTT","OGP",5,"Reg","80-83","All",,3,3,"SCH4U"
"OTT","OGP",5,"Reg","80-83","All",,4,1,"MCV4U"
"OTT","OSE",10,"Reg","80-83","All",,1,1,"ENG4U"
"OTT","OSE",10,"Reg","80-83","All",,1,1,"FRA4U"
"OTT","OSE",10,"Reg","80-83","All",,2,1,"MHF4U"
"OTT","OSE",10,"Reg","80-83","All",,3,3,"MCV4U"
"OTT","OSE",10,"Reg","80-83","All",,3,3,"SPH4U"
"OTT","OSE",10,"Reg","80-83","All",,3,3,"SCH4U"
"OTT","OSE",10,"Reg","80-83","All",,4,1,"MCV4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OBO",15,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","ORH",10,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","ORH",10,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","ORH",10,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","ORH",10,"Reg/Coop","80-83","All",,3,1,"MCV4U"
"OTT","ORH",10,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OBE",135,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","ORE",110,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","ORE",110,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","ORE",110,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","ORE",110,"Reg/Coop","80-83","All",,3,1,"MCV4U"
"OTT","ORE",110,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OIC",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OEF",20,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OEB",10,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OJF",45,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,3,4,"MCV4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,3,4,"SPH4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,3,4,"SCH4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,3,4,"SBI4U"
"OTT","OEH",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,3,4,"MCV4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,3,4,"SPH4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,3,4,"SCH4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,3,4,"SBI4U"
"OTT","OEZ",10,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,3,3,"MCV4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,3,3,"SPH4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,3,3,"SCH4U"
"OTT","OHF",70,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","ORJ",30,"Reg/Coop","80-83","All",,1,1,"FRA4U"
"OTT","ORJ",30,"Reg/Coop","80-83","All",,1,1,"ENG4U"
"OTT","ORJ",30,"Reg/Coop","80-83","All",,2,1,"MHF4U"
"OTT","ORJ",30,"Reg/Coop","80-83","All",,3,1,"MCV4U"
"OTT","ORJ",30,"Reg/Coop","80-83","All",,4,1,"MCV4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,1,1,"ENG4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,1,1,"FRA4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,2,1,"MHF4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,3,1,"MCV4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,4,1,"SBI4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,4,1,"SCH4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,4,1,"SPH4U"
"OTT","OJA",50,"Reg/Coop","84-86","All",,4,1,"4U Computer Science"
"OTT","OJA",50,"Reg/Coop","84-86","All",,5,1,"MCV4U"
"OTT","ODA",20,"Reg","77-79","All",,1,1,"ENG4U"
"OTT","ODA",20,"Reg","77-79","All",,1,1,"FRA4U"
"OTT","OAL",25,"Reg","74-76","All",,1,1,"FRA4U"
"OTT","OAL",25,"Reg","74-76","All",,1,1,"ENG4U"
"OTT","OYT",5,"Reg","74-76","All",,1,1,"ENG4U"
"OTT","OYT",5,"Reg","74-76","All",,1,1,"FRA4U"
"OTT","OYU",5,"Reg","74-76","All",,1,1,"ENG4U"
"OTT","OYU",5,"Reg","74-76","All",,1,1,"FRA4U"
"OTT","OYH",5,"Reg","74-76","All",,1,1,"ENG4U"
"OTT","OYH",5,"Reg","74-76","All",,1,1,"FRA4U"
"OTT","OYH",5,"Coop","0","All",,1,1,"ENG4U"
